label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
1	232 m^2	0.5375	boxing	Applied Mathematics	0.9454	-0.0153 m^3	402	238	840	Biotechnology	-0.4314	1046	0.4506	0.1473
3	-927 m^2	0.8385	tennis	Data Science	2.2341	0.3448 m^3	176	1682	1668	Statistics	0.3973	-400	0.5563	0.4668
4	601 m^2	1.0013	motor sports	Data Science	1.3468	-0.346 m^3	971	-666	271	Bioinformatics	1.6637	1015	0.8733	0.548
4	-1148 m^2	-0.6669	motor sports	Data Science	0.9052	1.4211 m^3	-258	-953	-675	Applied Mathematics	0.4978	245	-0.3228	0.4376
6	1142 m^2	-0.4547	soccer	Biotechnology	1.6047	1.8418 m^3	-437	2690	50	Computer Game Design	-1.2968	862	-0.0387	1.0111
1	-80 m^2	1.2551	boxing	Applied Mathematics	0.771	-0.2974 m^3	230	-457	1426	Human Computer Interaction	0.4566	350	0.8198	1.3111
1	578 m^2	1.1225	boxing	Natural Language Processing	0.3393	-1.7256 m^3	375	-686	835	Biotechnology	-0.4789	645	1.2531	1.0798
6	-183 m^2	-0.6939	soccer	Biotechnology, Electrical Engineering	1.508	0.9712 m^3	1038	-70	-186	Computer Game Design	-0.0203	-187	0.4984	-0.4336
2	2225 m^2	-0.2961	volleyball	Technology and Information Management	0.1928	0.1594 m^3	-1097	-1030	532	Natural Language Processing	-0.0639	1132	-0.9429	-0.0838
1	-940 m^2	1.1749	boxing	Applied Mathematics	-1.3849	-0.1675 m^3	1295	-575	237	Biotechnology	0.2231	-126	0.4622	-0.2603
6	61 m^2	0.0109	soccer	Computer Science	1.3865	-1.3895 m^3	-1908	1375	-748	Computer Game Design	1.542	-1250	0.0148	-0.2691
6	605 m^2	-0.3879	soccer	Computer Science	-1.1661	-0.6961 m^3	177	816	93	Computer Science	1.3838	-578	0.5145	-0.519
1	1174 m^2	0.2327	boxing	Natural Language Processing	0.418	-1.3958 m^3	-424	915	679	Human Computer Interaction	-1.3418	2187	0.8427	-0.538
4	-263 m^2	0.5353	motor sports	DATA SCIENCE	-0.279	0.8732 m^3	40	-1280	-288	Applied Mathematics	0.1597	1864	-0.2572	1.132
2	104 m^2	-0.4026	volleyball	Computational Media	1.0721	0.1242 m^3	-591	1098	281	Natural Language Processing	1.6414	823	1.2019	N/A
6	906 m^2	-1.7717	soccer	Electrical Engineering, Computer Science	-0.4306	1.408 m^3	-1146	305	1356	Computer Science	0.8419	-128	-0.0807	-0.2417
1	154 m^2	-0.608	boxing	Natural Language Processing	-0.1677	0.6272 m^3	-211	965	2358	Technology and Information Management	0.4406	1571	1.0332	-0.0428
5	-1952 m^2	-0.6656	ice hockey	Computer Engineering	-0.6432	2.4493 m^3	488	-235	960	Data Science	0.5256	-640	1.2761	0.1757
1	375 m^2	-0.0057	badminton	Natural Language Processing	0.2291	0.8769 m^3	1603	-11	-67	Biotechnology	0.3859	692	1.2384	0.0695
2	961 m^2	0.9819	baseball	Computational Media	-0.9559	-0.6216 m^3	664	545	-491	Natural Language Processing	0.6523	189	-1.1892	-0.6417
5	-1351 m^2	-0.3758	golf	Computer Game Design	0.6877	0.9594 m^3	1328	704	413	Computer Engineering	0.8539	122	0.6279	1.2683
2	691 m^2	0.1707	volleyball	Computational Media	1.7761	0.1302 m^3	-344	274	-657	Natural Language Processing	-0.1597	95	1.3309	-0.3561
2	1493 m^2	1.3285	volleyball	Computational Media	0.3511	0.4325 m^3	-767	2738	423	Natural Language Processing	1.0956	773	1.3396	1.249
4	-339 m^2	0.5177	MOTOR SPORTS	Data Science	0.1903	0.6344 m^3	-525	837	34	Electrical Engineering	0.4683	-1088	-0.1868	0.9107
4	66 m^2	-0.8377	motor sports	Data Science	2.0645	0.5792 m^3	82	146	177	Electrical Engineering	0.4268	939	0.0505	2.0262
4	1446 m^2	-0.0356	motor sports	Data Science	0.7046	1.3757 m^3	1261	-7	119	Electrical Engineering	0.3359	-221	-0.3159	0.131
6	164 m^2	0.2793	soccer	Electrical Engineering, Computer Science	0.6888	0.6003 m^3	-1457	1215	-155	Computer Game Design	1.6088	-198	-0.1613	0.4012
3	1423 m^2	-1.0683	track & field	Games and Playable Media	0.8053	1.1163 m^3	126	-965	887	Bioengineering	-0.2416	-1172	-0.409	0.0982
5	698 m^2	1.8762	ice hockey	Statistics	-0.5296	0.5035 m^3		-298	2076	Computer Engineering	0.5775	234	0.7705	1.1276
1	137 m^2	2.4122	badminton	Natural Language Processing	1.6201	-0.1841 m^3	293	-1051	311	Computer Science	-0.0773	144	0.3554	-0.5315
4	2267 m^2	1.6926	motor sports	Data Science	0.787	-0.1733 m^3	276	85	-337	Electrical Engineering	0.2758	911	1.1936	0.7404
5	-572 m^2	-0.1634	volleyball	Statistics, Computer Engineering	0.9691	3.461 m^3	67	203	41	Games and Playable Media	1.0132	-472	0.8169	0.2583
4	834 m^2	1.1385	motor sports	Data Science	1.2032	0.2766 m^3	-1000	1630	428	Electrical Engineering	-0.8008	2474	1.2291	2.5371
4	1392 m^2	0.7141	motor sports	Biotechnology, Electrical Engineering	2.1485	0.559 m^3	684	-179	-182	Electrical Engineering	0.3293	386	0.724	0.64
6	740 m^2	0.9514	soccer	Computer Science, Biotechnology	-1.4837	1.0611 m^3	-1258	1950	-887	Computer Game Design	1.0251	-668	-0.0101	-0.7284
5	211 m^2	None	golf	Statistics, Computer Engineering	1.8892	2.1876 m^3	1621	-26	546	Robotics Engineering	0.7202	-47	0.6351	-0.4256
5	413 m^2	1.6393	football	Statistics	0.2913	1.1201 m^3	2037	917	1160	Robotics Engineering	0.3135	-120	0.2482	1.2174
3	-559 m^2	-1.3741	track & field	Bioengineering	-0.5214	1.2117 m^3	349	-1132	1596	Statistics	0.8368	-770	0.2843	
4	479 m^2	1.4662	motor sports	Data Science	-0.6818	-0.136 m^3	-634	22	194	Applied Mathematics	?	744	-0.4845	0.184
5	336 m^2	1.9143	ice hockey	Computer Game Design, Statistics	1.0948	0.1093 m^3	37	-31	519	Computer Engineering	0.8003	1204	0.6037	1.1069
5	973 m^2	-0.4197	ice hockey	COMPUTER GAME DESIGN, COMPUTER ENGINEERING	-0.1394	0.1943 m^3	127	-249	1542	Computational Media	0.6452	199	0.7453	2.115
5	-967 m^2	-0.5583	golf	Statistics	?	0.5081 m^3	1687	15	-328	Computer Engineering	1.8891	249	0.5837	-0.0797
4	22 m^2	0.4368	motor sports	Data Science	0.8544	1.4478 m^3	-2043		1069	Electrical Engineering	-0.07	-184	0.9835	1.0599
3	371 m^2	-0.0445	track & field	Bioengineering	-0.7023	-0.1086 m^3	-578	-499	1048	Statistics	1.7289	595		-0.1639
6	252 m^2	n/a	soccer	Electrical Engineering	0.5794	0.1466 m^3	1692	3019	-236	Computer Game Design	-0.1939	1599	-0.3998	-0.0043
0	94 m^2	-0.4465	basketball	Human Computer Interaction	0.0425	0.3858 m^3	1051	-1988	170	Games and Playable Media	0.8798	423	0.3902	-0.009
6	851 m^2	0.8631	motor sports	Computer Science, Electrical Engineering	0.2159	0.5619 m^3	1336	-219	-200	Computer Game Design	1.0025	-322	1.1359	N/A
3	1251 m^2	0.0284	volleyball	Bioengineering	2.5844	0.7281 m^3	-815	70	1100	Bioengineering	1.2659	234	1.2995	-0.4544
2	-503 m^2	1.1872	baseball	Technology and Information Management	2.1207	-0.2216 m^3	-216	2025	1279	Natural Language Processing	1.9364	1163	1.0719	-0.8535
3	695 m^2	-0.1126	tennis	Games and Playable Media	-0.7995	0.8485 m^3	-320	84	313	Bioengineering	1.6486	131	0.4777	-0.3783
6	-657 m^2	0.1583	soccer	Electrical Engineering	1.4847	1.6689 m^3	113	714	-415	computer science	1.1461	534	0.6411	-0.7266
5	-208 m^2	-1.2292	golf	Statistics	0.8825	1.3178 m^3	-1474	-2367	61	Data Science	0.793	905	0.6274	0.55
3	-565 m^2	1.1896	tennis	bioengineering	-0.2375	0.8307 m^3	-984	143	132	Bioengineering	0.2049	-421	-0.0143	-0.6385
6	1962 m^2	0.419	soccer	BIOTECHNOLOGY, ELECTRICAL ENGINEERING	2.3553	-0.1161 m^3	-918	1929	-166	Computer Game Design	0.44	-42	0.5955	-0.0247
5	-416 m^2	0.6946	golf	Computer Game Design, Statistics	-0.1524	0.9873 m^3	772	-686	199	Data Science	0.9301	82	0.3567	0.8026
0	-838 m^2	1.8845	football	Robotics Engineering, Human Computer Interaction	0.4214	1.3696 m^3	-852	-350	-756		-0.0047	-311	0.7564	0.0489
5	278 m^2	0.5627	golf	Statistics	-0.1864	0.1331 m^3	864	-1161	1004	Computer Engineering	0.4362	1506	0.1551	-0.2005
6	1306 m^2	n/a	soccer	Computer Science	0.5267	1.7685 m^3	-688	2119	851	Computer Science	1.8205	-721	0.595	-0.7627
2	1594 m^2	0.2493	baseball	Computational Media	0.1153	-1.7717 m^3	62	1493	1397	Natural Language Processing	1.7055	2243	0.1081	-0.303
5	874 m^2	-0.9091	ice hockey	Statistics	0.0455	-0.1732 m^3	-225	1020	1261	Data Science	1.6222	41	1.3045	1.637
3	424 m^2	0.6158	tennis	BIOENGINEERING	0.7318	0.6389 m^3	472	694	575	Bioengineering	-1.0148	555	0.0152	1.0377
5	202 m^2	-0.1734	ice hockey	Computer Engineering	1.9273	0.2795 m^3	-694	-656	1304	Computational Media	0.2379	479	None	1.1017
6	-30 m^2	-1.1797	soccer	Electrical Engineering, Computer Science	-1.3394	1.6292 m^3	1405	2138	456	Computer Game Design	1.6434	-1144	1.2386	0.1106
2	1236 m^2	1.2996	baseball	Computational Media	-0.081	-0.23 m^3	-345	3891	156	Natural Language Processing	0.9295	1186	0.5736	1.1105
3	-450 m^2	0.5906	track & field	Bioengineering	0.5987	-0.2822 m^3	-309	456	968	Statistics	0.6863	893	0.1328	-0.3825
5	-782 m^2	0.5093	ice hockey	Computer Engineering, Statistics	-0.0885	0.2474 m^3	-57	956	905	dATA sCIENCE	1.3636	387	0.0734	1.189
1	498 m^2	0.8831	badminton	Applied Mathematics	0.1637	-0.0678 m^3	662	62	1843	Biotechnology	-0.2367	350	2.3551	-0.2567
4	2021 m^2	0.5485	None	Data Science	1.1346	-0.0526 m^3	-1750	-241	1968	Electrical Engineering	1.0488	1092	1.0055	0.22
3	1599 m^2	0.7977	track & field	Bioengineering	1.334	0.7234 m^3	2165	987	441	Bioengineering	-0.7297	729	0.3495	-0.6783
0	618 m^2	2.3688	basketball	Robotics Engineering, Bioinformatics	1.4416	1.7037 m^3	364	-108	1540	Games and Playable Media	-0.1208	-399	0.4181	-0.0397
6	1690 m^2	0.5404	soccer	Biotechnology	-0.7446	-0.3144 m^3	365	2511	-30	Computer Science	0.2099	477	0.9847	0.1456
5	485 m^2	1.005	ice hockey	Computer Engineering	0.3488	2.1845 m^3	-1037	426	1359	Computational Media	0.1001	1079	0.2926	-0.4144
0	-71 m^2	0.5111	basketball	Robotics Engineering	1.0489	-0.4025 m^3	-375	1676	258	Games and Playable Media	0.8622	881	0.7405	2.1941
6	1457 m^2	2.6983	soccer	Electrical Engineering, Computer Science	1.6309	-0.1118 m^3	1048	1009	1623	Computer Science	0.7518	1003	1.0628	-1.5016
4	2633 m^2	0.2444	motor sports	Data Science	0.4942	-0.5604 m^3	590	1904	226	Applied Mathematics	0.8526	331	-0.5122	0.1397
4	531 m^2	-0.0477	motor sports	Data Science	1.0885	-0.9434 m^3	-380	-946	-678	Applied Mathematics	0.4155	737	1.5052	-0.1769
3	1422 m^2	0.0346	track & field	Games and Playable Media	-0.0194	2.3576 m^3	-1321	478	356	Bioengineering	0.4227	59	-0.5314	-0.26
1	317 m^2	0.6939	badminton	Applied Mathematics	-0.7836	-1.4539 m^3	255	-1810	575	Biotechnology	0.1855	567	2.0077	0.2106
5	-311 m^2	0.4316	ice hockey	Computer Game Design	-0.8413	-0.0377 m^3	-1949	1652	1591	Data Science	0.6291	1225	0.9788	-0.7038
5	1146 m^2	-1.4218	golf	COMPUTER GAME DESIGN	-0.037	0.2241 m^3	-217	608	1148	computer engineering	0.4542	221	1.7841	-0.3319
5	-351 m^2	1.2538	ice hockey	Computer Engineering	0.1898	0.1093 m^3	1615	2946	1269	Computer Engineering	1.5462	-77	1.4935	0.1376
4	2087 m^2	-0.7817	motor sports	Data Science	-1.1588	-0.8344 m^3	-1118	-1230	967	Electrical Engineering	1.094	N/A	1.069	0.3705
4	1436 m^2	1.3639	motor sports	Data Science	-0.1998	-0.4194 m^3	374	-851	-495	Natural Language Processing	0.3225	1716	-0.7798	0.75
2	804 m^2	-0.29	baseball	Computational Media	-1.0232	-0.187 m^3	-210	1384	164	Natural Language Processing	0.0339	655	0.8378	-0.4741
1	616 m^2	0.3605	soccer	Applied Mathematics	0.4928	0.5126 m^3	994	1062	911	NULL	-1.1038	726	-0.1494	-1.2034
0	-452 m^2	1.2617	football	bIOINFORMATICS, hUMAN cOMPUTER iNTERACTION	1.1822	-1.0997 m^3	133	-771	1438	Games and Playable Media	1.3322	270	0.5132	0.228
2	2111 m^2	1.0741	volleyball	Technology and Information Management	-1.3252	-0.9363 m^3	-174	2334	-578	Natural Language Processing	0.6747	791	1.0356	1.0645
3	1810 m^2	0.0364	tennis	Games And Playable Media	-1.3426	0.1732 m^3	2114	-396	2141	Bioengineering	2.1474	0	-0.263	-0.0007
6	463 m^2	0.3333	soccer	Computer Science	1.8441	1.626 m^3	73	1255	865	Electrical Engineering	0.807	-127	0.4805	-0.7213
4	991 m^2	1.2955	motor sports	Data Science	1.1431	0.7569 m^3	788	69	1229	Applied Mathematics	1.547	399	-0.2197	1.6201
4	-1374 m^2	0.5283	motor sports	Data Science	-0.2284	0.1489 m^3	696	546	-766	Electrical Engineering	1.5884	-56	1.0366	1.3314
1	792 m^2	1.4934	boxing	Applied Mathematics	0.3841	-0.1139 m^3	-351	2508	538	Technology and Information Management	-0.6273	-1024	0.8717	-0.2182
5	-1968 m^2	-1.0773	ice hockey	Computer Game Design	N/A	-0.4695 m^3	-993	-846	1100	Computational Media	-0.4608	1291	1.5101	2.0904
1	-1259 m^2	1.0248	boxing	Applied Mathematics	-0.1252	-0.1442 m^3	n/a	1878	-1698	Biotechnology	0.7271	1100	0.3674	-0.1914
6	84 m^2	0.5075	soccer	Computer Science	0.4042	-0.2956 m^3	-91	2076	381	Games and Playable Media	1.3189	-404	1.6347	0.7
0	457 m^2	0.3256	football	Robotics Engineering	0.4853	0.4783 m^3	595	-59	1760	Games and Playable Media	0.4729	123	1.1103	-0.1003
1	575 m^2	0.3131	BOXING	Natural Language Processing	-1.4572	-2.5601 m^3	-150	438	1409	Technology and Information Management	-0.3737	679	2.1153	-1.0984
1	615 m^2	0.9498	NULL	Natural Language Processing	1.1123	0.9724 m^3	804	1237	370	Statistics	-0.3394	661	1.3208	2.0021
3	2161 m^2	0.1111	tennis	Bioengineering	0.7233	0.8924 m^3	137	-1027	776	Bioengineering	1.1576	-685	1.0304	-0.6322
5	286 m^2	0.3635	ice hockey	Statistics, Computer Engineering	0.2933	0.3012 m^3	297	677	-447	Computational Media	1.0576	676	1.6295	1.1871
4	1245 m^2	-0.5984	motor sports	Data Science	-0.6889	-0.2848 m^3	1220	-133	348	Electrical Engineering	0.052	1302	0.7363	-1.1168
3	1559 m^2	0.2931	tennis	Bioengineering	-0.0638	-0.3952 m^3	940	-481	717	Bioengineering	-0.6646	425	0.3645	1.4865
6	1176 m^2	0.9319	soccer	Biotechnology	1.0343	0.2071 m^3	650	1248	-62	Computer Science	0.7636	417	1.1282	-1.4598
5	-535 m^2	-0.6899	ice hockey	Computer Engineering	0.4131	1.3378 m^3	-375	-956	978	COMPUTER ENGINEERING	1.2193	792	1.389	0.0961
1	-51 m^2	0.6476	boxing	Applied Mathematics	-1.1198		1111	184	1566	Human Computer Interaction	-0.9507	1180	1.3845	-1.3926
6	645 m^2	-0.5508	soccer	Computer Science, Biotechnology	0.7578	0.3525 m^3	1690	3476	262	Computer Science	1.6981	-700	0.5457	-0.0305
0	768 m^2	0.5845	running	Human Computer Interaction	0.1412	1.3566 m^3	398	-64	-59	Games and Playable Media	1.3155	-370	0.8993	1.0134
6	1005 m^2	0.2006	soccer	Biotechnology, Computer Science	1.377	0.1835 m^3	163	1122	-164	Computer Science	0.9213	60	0.2248	-0.8637
1	-622 m^2	0.6288	boxing	Applied Mathematics	1.1352	-0.423 m^3	1597	-798	685	Human Computer Interaction	-0.148	310	0.8089	-0.7677
5	-117 m^2	0.3883	ice hockey	Computer Game Design	0.1206	-0.1484 m^3	714	-793	1696	Data Science	0.1774	1439	0.4174	-0.8403
5	686 m^2	1.2114	golf	Computer Engineering	0.0833	1.5514 m^3	502	-1224	1483	Data Science	1.2871	937	2.5916	0.8833
2	232 m^2	1.0681	golf	Technology and Information Management	-0.0978	1.2413 m^3	630	1684	332	Natural Language Processing	-0.1878	1078	1.6002	2.0244
5	-633 m^2	0.8404	ice hockey	Computer Game Design, Statistics	0.4734	0.9543 m^3	21	137	1643	Computational Media	0.2282	514	0.4699	1.6588
6	2286 m^2	0.3061	soccer	Biotechnology, Electrical Engineering	-0.1836	1.191 m^3	572	772	-270	COMPUTER GAME DESIGN	0.5716	424	1.9004	0.3726
5	NULL	2.0481	golf	Statistics	0.1355	-0.1757 m^3	-604	505	1039	Computational Media	0.4183	-1179	-0.6158	1.9493
2	520 m^2	1.3042	motor sports	Computational Media	0.6534	-0.7578 m^3	-995	1119	273	Natural Language Processing	0.9229	726	0.2795	0.7665
4	729 m^2	2.5265	motor sports	Data Science	0.7894	-0.553 m^3	1359	2167	516	Applied Mathematics	-0.5053	1456	-0.387	0.9848
4	1822 m^2	-1.7401	motor sports	Data Science	-0.2684	-0.7547 m^3	-327	-531	79	Games and Playable Media	-0.328	588	0.11	0.5078
5	466 m^2	-0.6674	ice hockey	Computer Game Design, Computer Engineering	0.5057	0.1288 m^3	-679	1038	388	Computer Engineering	0.6543	148	-1.038	1.7561
5	-1491 m^2	0.3218	ice hockey	Computer Game Design, Computer Engineering	1.7262	-0.2009 m^3	-1419	57	764	Data Science	0.5519	-123	1.4499	0.1773
5	219 m^2	-1.0823	golf	Statistics, Computer Engineering	0.4692	NULL	714	-418	1958	Computational Media	0.7148	-809	1.1497	-0.9554
5	-346 m^2	2.3251	golf	Statistics, Computer Game Design	0.295	1.6383 m^3	902	620	-682	Computer Engineering	-0.7136	-47	0.0865	0.9189
1	666 m^2	1.5401	baseball	Natural Language Processing	0.2651	0.3896 m^3	900	-1124	1274	Computational Media	-0.1229	1057	0.6778	-1.0801
3	1061 m^2		track & field	Games and Playable Media	0.6452	1.0762 m^3	-1484	688	1343	Bioengineering	1.004	823	0.7038	-1.1951
3	1980 m^2	-0.459	tennis	Games and Playable Media	0.1645	0.547 m^3	-691	-756	-185	Bioengineering	0.2958	704	0.8313	0.1359
4	1203 m^2	0.3316	motor sports	Data Science	0.2116	-1.0985 m^3	340	204	1546	Electrical Engineering	-0.337	1069	-0.0428	1.0031
2	797 m^2	1.1	volleyball	Computational Media	-0.9207	0.7688 m^3	-2110	1571	1053	Natural Language Processing	-0.5846	720	0.9728	0.3107
0	-208 m^2	-1.1287	running	Robotics Engineering, Bioinformatics	0.2826	-0.7865 m^3	276	1243	565	Robotics Engineering	0.4155	919	1.3591	-0.1126
3	816 m^2	2.1322	None	Games and Playable Media	0.7036	0.5201 m^3	-130	-857	1064	Statistics	0.6286	-183	1.2226	-0.5173
6	646 m^2	1.3781	soccer	Biotechnology	0.9664	1.1502 m^3	3061	327	-462	Computer Game Design	1.3181	-741	0.7501	-0.2488
1	-970 m^2	0.1793	badminton	Natural Language Processing	0.1681	0.5802 m^3	626	374	1297	Technology and Information Management	0.7267	1362	0.3482	-1.8489
2	1092 m^2	-0.1333	baseball	Technology and Information Management	1.1819	0.6111 m^3	48	-602	833	Computer Game Design	0.3106	1123	0.2073	-0.2327
4	-483 m^2	-0.2083	motor sports	Data Science	0.625	-0.8214 m^3	86	636	1428	Bioinformatics	0.7041	0	1.7625	0.7639
1	622 m^2	1.8586	boxing	Applied Mathematics	1.3602	0.3603 m^3	2	379	366	Biotechnology	1.3081	206	1.2683	-0.8319
1	-385 m^2	1.5015	badminton	Applied Mathematics	-0.3644	0.5568 m^3	1044	-193	719	Technology and Information Management	0.9332	108	1.0367	0.5069
2	661 m^2	-0.0521	volleyball	Computational Media	0.6847	-0.483 m^3	-1531	894	-1487	Natural Language Processing	1.0458	659	0.7132	1.743
6	1234 m^2	-0.9159	soccer	Computer Science	-0.1218	-0.4059 m^3	-627	653	-1644	Computer Game Design	0.7933	196	1.7413	-0.1589
6	1572 m^2	1.4567	soccer	Computer Science	0.7571	1.7299 m^3	-922	1594	1856	Computer Game Design	0.8668	-547	0.6234	-1.5422
2	-337 m^2	0.6892	volleyball	Technology and Information Management	0.8064	0.1 m^3	-75	1516	-659	Natural Language Processing	0.6833	759	0.0886	-0.2363
4	-711 m^2	2.0496	motor sports	Data Science	2.3252	0.3979 m^3	602	-921	623	Applied Mathematics	0.7679	-7	0.4482	1.7035
5	-505 m^2	0.2731	golf	Computer Engineering	0.1393	0.7189 m^3	2064	-1387	801	Natural Language Processing	1.0992	562	1.1854	-1.5493
5	1169 m^2	0.2085	golf	Computer Engineering	0.9535	-1.1192 m^3	-1100	-784	84	Computational Media	0.9375	-485	1.3744	1.779
6	1597 m^2	0.4038	soccer	Biotechnology, Electrical Engineering	-0.8043	1.0844 m^3	893	425	133	Computer Game Design	-0.123	-578	0.7808	0.9141
0	626 m^2	0.1941	running	Human Computer Interaction	1.7007	0.6848 m^3	761	467	469	Games and Playable Media	0.15	-168	0.8151	1.7533
6	233 m^2	0.9286	soccer	Electrical Engineering	-0.2211	1.4255 m^3	-120	191	277	Computer Game Design	0.8332	-878	1.0331	-0.5623
0	-154 m^2	0.4107	running	Human Computer Interaction, Bioinformatics	1.5686	0.1954 m^3	1076	-878	1646	Games and Playable Media	1.012	-1038	2.4559	1.601
1	-202 m^2	1.3955	badminton	Natural Language Processing	-1.8395	-0.4522 m^3	124	-430	929	Human Computer Interaction	0.5063	1116	0.4969	0.8317
2	2278 m^2	-0.6735	baseball	Computational Media	-1.5717	0.5074 m^3	1132	784	-486	Natural Language Processing	-0.3667	847	-0.3115	2.147
5	-794 m^2	1.0389	ice hockey	Computer Game Design, Statistics	1.8163	2.0608 m^3	84	-447	-50	Computer Engineering	1.4048	-905	0.409	1.0767
2	249 m^2	2.1798	volleyball	Technology and Information Management	1.275	-0.9193 m^3	-1082	581	-414	Natural Language Processing	0.8991	1806	0.4907	1.483
6	662 m^2	0.6897	Soccer	Biotechnology	0.5215	1.1326 m^3	-403	2561	1708	Computer Game Design	1.3272	1199	0.237	-0.79
1	-242 m^2	1.495	badminton	aPPLIED mATHEMATICS	-1.17	-0.7502 m^3	-319	1242	1870	Technology and Information Management	0.7969	-636	0.0524	1.4506
3	2165 m^2	-1.0312	track & field	Games and Playable Media	-0.5516	-0.2391 m^3	1422	-267	1334	Bioengineering	1.1835	308	0.8231	0.0488
1	-602 m^2	1.1805	badminton	Applied Mathematics	1.0034	-0.7198 m^3	-95	1762	657	Technology and Information Management	0.7038	1287	0.0959	1.5562
3	362 m^2	0.2155	tennis	Games and Playable Media	0.3408	0.0066 m^3	-330	1529	776	Statistics	-0.9877	141	1.155	-0.8901
0	404 m^2	-0.4606	running	Human Computer Interaction, Bioinformatics	-1.5308	1.0459 m^3	154	1040	-578	Games and Playable Media	0.0302	-105	-0.1271	0.6046
0	698 m^2	0.7102	basketball	Bioinformatics	1.4085	1.2153 m^3	275	-872	1254	Statistics	2.1627	-349	0.9627	1.0002
3	1631 m^2	1.2044	track & field	Games and Playable Media	0.0274	-0.6038 m^3	592	1099	399	Statistics	0.91	283	0.0373	0.1586
0	675 m^2	0.6569	football	Natural Language Processing	0.9737	1.3587 m^3	-28	-28	706	Games and Playable Media	-0.4206	299	1.4928	0.687
0	11 m^2	1.4812	basketball	Bioinformatics	0.861	0.2441 m^3	-1363	1327	1700	Games and Playable Media	0.5935	-834	0.9631	2.1316
2	908 m^2	0.6084	volleyball	Technology and Information Management	0.283	0.5911 m^3	1542	-683	-520	Natural Language Processing	0.0095	683	0.8693	1.4732
0	316 m^2	0.2589	football	Human Computer Interaction, Robotics Engineering	-0.0967	0.4647 m^3	464	1258	185	Games and Playable Media	1.0293	289	0.8717	1.9001
2	397 m^2	None	volleyball	Computational Media	-0.1053	0.9067 m^3	-675	2126	989	Natural Language Processing	0.5755	-873	0.8562	1.1266
3	1039 m^2	-0.5934	tennis	Games and Playable Media	0.6362	1.4997 m^3	439	-1109	1828	Bioengineering	0.4827	1003	1.7505	-1.9608
1	-1191 m^2	0.6386	badminton	Applied Mathematics	1.875	-0.246 m^3	-145	1395	-90	Biotechnology	0.3246	209	0.9898	-0.7362
5	336 m^2	0.3295	golf	computer game design, computer engineering	2.021	2.4251 m^3	516	478	1213	Computational Media	0.9838	130	0.8578	1.692
1	-91 m^2	-0.0711	badminton	Applied Mathematics	0.8638	-0.3106 m^3	-331	92	-1336	Human Computer Interaction	0.9614	969	1.3286	0.4171
0	509 m^2	0.6851	basketball	Bioinformatics, Human Computer Interaction	1.134	0.4562 m^3	1588	2175	1269	Games and Playable Media	0.3452	286	1.0055	2.0218
2	1020 m^2	-1.0342	volleyball	Computational Media	0.6404	0.1007 m^3	1462	1830	1716	Natural Language Processing	1.0943	680	1.8425	1.2573
5	103 m^2	0.6362	ice hockey	Computer Engineering	0.1495	0.0481 m^3	-1045	-795	1243	Data Science	0.6766	327	1.1747	2.5529
4	1221 m^2	-0.0372	motor sports	Data Science	0.65	0.4265 m^3	-510	-445	19	Bioinformatics	0.8589	841	0.2225	-0.0428
6	1031 m^2	0.4291	soccer	Biotechnology	0.4663	-0.1813 m^3	-718	1254	52	Computer Game Design	0.4487	306	1.112	0.6061
4	1092 m^2	1.0807	motor sports	Data Science	2.1064	-0.3913 m^3	-552	?	-832	Electrical Engineering	1.6229	1244	-0.0342	-0.2149
5	553 m^2	0.5424	golf	COMPUTER ENGINEERING, COMPUTER GAME DESIGN	-0.0495	0.8442 m^3	477	-1705	639	Data Science	0.3262	13	2.233	0.5444
2	662 m^2	-0.0415	baseball	Computational Media	0.7407	1.3802 m^3	1136	2608	889	Natural Language Processing	1.1156	322	0.0894	0.691
3	275 m^2	-0.3303	TENNIS	Bioengineering	-0.353	-0.3121 m^3	3	2573	-248	Statistics	-0.4817	600	-0.564	0.8732
5	-311 m^2	0.6013	ice hockey	Computer Engineering, Statistics	0.0739	-1.1261 m^3	66	-37	1472	Robotics Engineering	0.6442	-219	1.2524	0.7537
6	675 m^2	0.6349	soccer	Robotics Engineering	2.1376	0.7333 m^3	-242	1336	1614	Computer Game Design	2.1383	523	1.3051	-0.5572
5	-160 m^2	0.0122	ice hockey	Computer Game Design	-0.3412	0.8805 m^3	-1459	-982	428	Data Science	0.7074	325	0.402	0.232
1	6 m^2	0.2048	badminton	Applied Mathematics	0.1201	-0.3025 m^3	126	668	-295	Human Computer Interaction	1.1014	2053	0.2232	0.7033
2	1601 m^2	1.8826	volleyball	Computational Media	0.2662	0.1449 m^3	-790	333	907	Natural Language Processing	1.3944	1585	0.2171	1.5355
5	743 m^2	2.4896	golf	computer game design	-0.831	2.847 m^3	115	139	143	NULL	0.017	-581	1.5076	-0.0787
6	1777 m^2	-0.2766	running	Electrical Engineering	1.6462	1.7065 m^3	857	673	79	Computer Game Design	-0.2354	-169	1.3882	-0.3524
0	-86 m^2	1.2549	football	human computer interaction	0.3647	2.2571 m^3	894	310	2824	Games and Playable Media	0.8703	316	0.2092	0.5269
1	-501 m^2	n/a	badminton	Applied Mathematics	-1.0473	1.699 m^3	1336	-1421	886	Biotechnology	0.948	531	0.5137	-1.0097
