DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
220311221,05/23/2022 12:00:00 AM,04/29/2020 12:00:00 AM,0001,03,Southwest,0395,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501 1309,19,X,X,726,POLICE FACILITY,,,IC,Invest Cont,845,,,,1500 W  MARTIN LUTHER KING JR        BL,,34.0108,-118.3135
231014326,09/28/2023 12:00:00 AM,07/01/2020 12:00:00 AM,0800,10,West Valley,1021,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0416 0400 0913 1814 0446 0408 0444 1414,37,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,6800    CORBIN                       AV,,34.1938,-118.5622
220318793,10/19/2022 12:00:00 AM,10/19/2020 12:00:00 AM,1900,03,Southwest,0311,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0913 0558 0503 0510 1258 1251 0448,11,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,5500    GEER                         ST,,34.0301,-118.3636
221209976,04/14/2022 12:00:00 AM,09/27/2020 12:00:00 AM,1104,12,77th Street,1268,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,23,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,200 E  84TH                         PL,,33.9619,-118.2717
230605916,02/09/2023 12:00:00 AM,02/09/2020 12:00:00 AM,1415,06,Hollywood,0636,2,354,THEFT OF IDENTITY,1822 0930 0928,35,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1700 N  LAS PALMAS                   AV,,34.1016,-118.3361
241204387,01/05/2024 12:00:00 AM,05/05/2020 12:00:00 AM,1025,12,77th Street,1269,2,354,THEFT OF IDENTITY,0100 0917 0929 0930 0935 0928 1822,39,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,900 E  82ND                         ST,,33.9647,-118.2586
231420590,11/20/2023 12:00:00 AM,11/20/2020 12:00:00 AM,1000,14,Pacific,1413,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,37,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,500    SAN JUAN                     AV,,33.9921,-118.4692
230113770,06/06/2023 12:00:00 AM,03/20/2020 12:00:00 AM,0800,01,Central,0142,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0344 1803,60,M,O,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,668,,,,300 S  HOPE                         ST,,34.0537,-118.2523
220712955,08/16/2022 12:00:00 AM,11/08/2020 12:00:00 AM,1005,07,Wilshire,0722,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0913,59,F,O,707,GARAGE/CARPORT,,,IC,Invest Cont,440,,,,100 S  FLORES                       ST,,34.0744,-118.3711
230710300,09/22/2022 12:00:00 AM,07/26/2020 12:00:00 AM,1200,07,Wilshire,0701,2,662,"BUNCO, GRAND THEFT",0344,34,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,662,,,,700 N  ALFRED                       ST,,34.0836,-118.3753
220717203,11/30/2022 12:00:00 AM,03/01/2020 12:00:00 AM,0945,07,Wilshire,0725,2,354,THEFT OF IDENTITY,0100 1822,54,F,J,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,100 N  FULLER                       AV,,34.0736,-118.3498
220904776,01/22/2022 12:00:00 AM,12/28/2020 12:00:00 AM,1200,09,Van Nuys,0974,1,310,BURGLARY,0397 0344,48,M,W,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,4600    VAN NUYS                     BL,,34.1548,-118.4487
221006113,02/27/2022 12:00:00 AM,08/24/2020 12:00:00 AM,2000,10,West Valley,1029,1,330,BURGLARY FROM VEHICLE,1607 0344,46,M,H,101,STREET,,,IC,Invest Cont,330,,,,GLORIA,BASSETT,34.1961,-118.4793
231007048,03/21/2023 12:00:00 AM,07/30/2020 12:00:00 AM,1645,10,West Valley,1024,2,354,THEFT OF IDENTITY,1822 0917 0929,20,F,F,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6600    RESEDA                       BL,,34.1958,-118.5399
221711184,06/15/2022 12:00:00 AM,05/15/2020 12:00:00 AM,0155,17,Devonshire,1795,2,354,THEFT OF IDENTITY,0929 0930 1822,27,M,B,605,AUTOMATED TELLER MACHINE (ATM),,,IC,Invest Cont,354,,,,8300    WHITE OAK                    AV,,34.221,-118.5186
220407814,04/22/2022 12:00:00 AM,04/01/2020 12:00:00 AM,0005,04,Hollenbeck,0459,1,121,"RAPE, FORCIBLE",1258 0527,10,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,3100    WINTER                       ST,,34.0468,-118.1964
231205329,01/20/2023 12:00:00 AM,06/20/2020 12:00:00 AM,1140,12,77th Street,1204,2,354,THEFT OF IDENTITY,0100 0931 0930,36,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1400 W  47TH                         ST,,34.001,-118.3002
220619758,12/05/2022 12:00:00 AM,06/15/2020 12:00:00 AM,1500,06,Hollywood,0643,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000 1813 0416 0417 0446,10,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,7200    FRANKLIN                     AV,,34.1037,-118.3459
211104796,01/24/2021 12:00:00 AM,01/23/2020 12:00:00 AM,0800,11,Northeast,1172,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,745,,,,1200    WESTERLY                     TR,,34.0845,-118.2726
241204463,01/07/2024 12:00:00 AM,06/07/2020 12:00:00 AM,1315,12,77th Street,1293,2,354,THEFT OF IDENTITY,0929 0930 0928 1822 0100,35,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10200    RUTHELEN                     ST,,33.944,-118.3123
220911160,07/06/2022 12:00:00 AM,03/01/2020 12:00:00 AM,1000,09,Van Nuys,0923,2,354,THEFT OF IDENTITY,1822 1202 0929,59,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6400    VAN NUYS                     BL,,34.1867,-118.4487
212015258,10/05/2021 12:00:00 AM,06/23/2020 12:00:00 AM,1229,20,Olympic,2034,2,354,THEFT OF IDENTITY,0377,22,M,K,602,BANK,,,IC,Invest Cont,354,,,,700 S  KINGSLEY                     DR,,34.0582,-118.3031
222010418,05/29/2022 12:00:00 AM,05/27/2020 12:00:00 AM,1800,20,Olympic,2014,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 2000 0444 0400 0408 0448,33,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,200 S  NORMANDIE                    AV,,34.0726,-118.3029
222013040,08/06/2022 12:00:00 AM,06/04/2020 12:00:00 AM,1620,20,Olympic,2054,2,354,THEFT OF IDENTITY,1822 0922,60,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3300    SAN MARINO                   ST,,34.0545,-118.3031
211206198,02/03/2021 12:00:00 AM,12/20/2020 12:00:00 AM,1400,12,77th Street,1265,2,624,BATTERY - SIMPLE ASSAULT,0913 0416 0361,56,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1300 W  MANCHESTER                   AV,,33.96,-118.2986
220712765,08/11/2022 12:00:00 AM,03/20/2020 12:00:00 AM,1015,07,Wilshire,0773,2,354,THEFT OF IDENTITY,0930,28,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1900 S  BURNSIDE                     AV,,34.0419,-118.3572
221308438,03/23/2022 12:00:00 AM,10/19/2020 12:00:00 AM,0600,13,Newton,1364,2,354,THEFT OF IDENTITY,0935 1822 0930,50,M,H,101,STREET,,,IC,Invest Cont,354,,,,1200 E  46TH                         ST,,34.0021,-118.2541
221715152,10/20/2022 12:00:00 AM,08/05/2020 12:00:00 AM,1950,17,Devonshire,1745,2,354,THEFT OF IDENTITY,1501 1822,41,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,10300    LINDLEY                      AV,,34.2573,-118.5273
201112065,07/31/2020 12:00:00 AM,07/30/2020 12:00:00 AM,2030,11,Northeast,1161,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AA,Adult Arrest,510,,,,KENMORE                      ST,FOUNTAIN,34.0953,-118.2974
220404852,01/28/2022 12:00:00 AM,12/27/2020 12:00:00 AM,1200,04,Hollenbeck,0439,2,946,OTHER MISCELLANEOUS CRIME,1501,0,M,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,946,,,,2200    LILLYVALE                    AV,,34.0711,-118.1643
221106692,03/14/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1510,11,Northeast,1124,2,354,THEFT OF IDENTITY,1822,26,M,H,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,354,,,,3000 W  AVENUE 32,,34.115,-118.2416
221908420,04/15/2022 12:00:00 AM,08/01/2020 12:00:00 AM,0005,19,Mission,1985,2,813,CHILD ANNOYING (17YRS & UNDER),,13,F,W,737,SKATING RINK*,,,IC,Invest Cont,813,,,,8700    VAN NUYS                     BL,,34.2276,-118.45
221818077,09/28/2022 12:00:00 AM,01/01/2020 12:00:00 AM,0001,18,Southeast,1801,1,820,ORAL COPULATION,0512 1258 0522 0432 0510 0551 0549 2021,6,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,820,,,500 W  92ND                         ST,,33.9528,-118.2827
221606564,03/21/2022 12:00:00 AM,07/17/2020 12:00:00 AM,0800,16,Foothill,1698,2,649,DOCUMENT FORGERY / STOLEN FELONY,0924 1822,37,M,X,203,OTHER BUSINESS,,,IC,Invest Cont,649,,,,7900    SAN FERNANDO                 RD,,34.214,-118.3616
221715311,10/16/2022 12:00:00 AM,07/11/2020 12:00:00 AM,0200,17,Devonshire,1712,2,624,BATTERY - SIMPLE ASSAULT,0416 0913 2000 1813,30,M,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,11700    THUNDERBIRD                  AV,,34.2854,-118.5601
231304505,01/10/2023 12:00:00 AM,12/10/2020 12:00:00 AM,1340,13,Newton,1353,2,354,THEFT OF IDENTITY,0928,28,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,900 E  43RD                         PL,,34.0048,-118.2599
221220098,09/07/2022 12:00:00 AM,01/07/2020 12:00:00 AM,0035,12,77th Street,1241,2,354,THEFT OF IDENTITY,,73,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3300 W  66TH                         ST,,33.9797,-118.3294
231906446,02/28/2023 12:00:00 AM,02/17/2020 12:00:00 AM,1200,19,Mission,1974,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 1258 0553,5,F,H,501,SINGLE FAMILY DWELLING,301,BELT FLAILING INSTRUMENT/CHAIN,AA,Adult Arrest,627,,,,9000    WILLIS                       AV,,34.2337,-118.4553
231305562,02/01/2023 12:00:00 AM,04/01/2020 12:00:00 AM,2300,13,Newton,1303,1,210,ROBBERY,1309 1313 0342 0444 0302 0449 1218 1822,50,X,H,124,BUS STOP,102,HAND GUN,IC,Invest Cont,210,,,,12TH                         ST,SAN PEDRO                    ST,34.0337,-118.2533
230510455,06/28/2023 12:00:00 AM,06/01/2020 12:00:00 AM,0001,05,Harbor,0565,2,354,THEFT OF IDENTITY,0377 0929,36,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,500 W  8TH                          ST,,33.737,-118.2879
231309128,04/13/2023 12:00:00 AM,08/13/2020 12:00:00 AM,1200,13,Newton,1321,2,354,THEFT OF IDENTITY,0100,23,M,O,750,CYBERSPACE,,,IC,Invest Cont,354,,,,300 W  ADAMS                        BL,,34.0289,-118.2686
231106607,03/08/2023 12:00:00 AM,03/01/2020 12:00:00 AM,1200,11,Northeast,1152,2,860,BATTERY WITH SEXUAL CONTACT,1258 2151 1815 0400 0448,10,F,W,720,JUNIOR HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,4200    FOUNTAIN                     AV,,34.0993,-118.2837
220509276,05/18/2022 12:00:00 AM,10/26/2020 12:00:00 AM,0001,05,Harbor,0507,2,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",0930 1822,64,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,653,,,,1400 W  227TH                        ST,,33.8201,-118.3015
221404672,01/11/2022 12:00:00 AM,05/01/2020 12:00:00 AM,1200,14,Pacific,1405,2,354,THEFT OF IDENTITY,1900,54,F,A,116,OTHER/OUTSIDE,,,IC,Invest Cont,354,,,,3100    CHEVIOT VISTA                PL,,34.0309,-118.4147
231506571,03/03/2023 12:00:00 AM,07/15/2020 12:00:00 AM,1700,15,N Hollywood,1532,2,946,OTHER MISCELLANEOUS CRIME,0432 1814 0443,21,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,946,,,,12300    EMELITA                      ST,,34.1763,-118.4013
231210462,04/19/2023 12:00:00 AM,06/01/2020 12:00:00 AM,0800,12,77th Street,1259,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,0519 1822 0500 0522 0533 1913 1823 0400 1259 1251,14,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,821,,,,800 E  75TH                         ST,,33.9721,-118.2608
240604147,01/05/2024 12:00:00 AM,01/01/2020 12:00:00 AM,1405,06,Hollywood,0646,2,354,THEFT OF IDENTITY,0930 1822 0929 0922,32,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1300    CHEROKEE                     AV,,34.0944,-118.3352
220507155,03/24/2022 12:00:00 AM,12/01/2020 12:00:00 AM,0001,05,Harbor,0563,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0430 0552 0602 0913 1100,26,F,H,103,ALLEY,106,UNKNOWN FIREARM,IC,Invest Cont,230,,,,1000 W  18TH                         ST,,33.7279,-118.299
230212736,06/20/2023 12:00:00 AM,06/19/2020 12:00:00 AM,0800,02,Rampart,0279,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,420,,,,900    GRATTAN                      ST,,34.0499,-118.2725
221315909,11/25/2020 12:00:00 AM,11/17/2020 12:00:00 AM,1005,13,Newton,1322,2,354,THEFT OF IDENTITY,0935,34,F,H,605,AUTOMATED TELLER MACHINE (ATM),,,IC,Invest Cont,354,,,,500 E  22ND                         ST,,34.0268,-118.2619
230413909,10/30/2023 12:00:00 AM,10/30/2020 12:00:00 AM,0830,04,Hollenbeck,0497,2,354,THEFT OF IDENTITY,0100,22,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,3200    GLENN                        AV,,34.0209,-118.21
221304833,01/19/2022 12:00:00 AM,07/01/2020 12:00:00 AM,1520,13,Newton,1325,2,354,THEFT OF IDENTITY,0377,33,M,B,506,ABANDONED BUILDING ABANDONED HOUSE,,,IC,Invest Cont,354,,,,1100 E  28TH                         ST,,34.0168,-118.2558
231411022,05/22/2020 12:00:00 AM,05/22/2020 12:00:00 AM,1140,14,Pacific,1494,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000,22,M,B,212,TRANSPORTATION FACILITY (AIRPORT),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,700    WORLD WAY,,33.9431,-118.401
230409692,06/24/2023 12:00:00 AM,06/24/2020 12:00:00 AM,1620,04,Hollenbeck,0429,2,354,THEFT OF IDENTITY,0929 1822,38,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,3500    COPELAND                     PL,,34.0857,-118.1655
211711508,08/13/2021 12:00:00 AM,11/01/2020 12:00:00 AM,1200,17,Devonshire,1799,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,36,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,8300    GLORIA                       AV,,34.2213,-118.4809
221810933,05/17/2022 12:00:00 AM,05/06/2020 12:00:00 AM,0001,18,Southeast,1832,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,0913 1501,0,X,X,726,POLICE FACILITY,,,AA,Adult Arrest,845,,,,100 W  108TH                        ST,,33.9401,-118.2761
220606971,03/05/2022 12:00:00 AM,07/02/2020 12:00:00 AM,0940,06,Hollywood,0636,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0416 0444 1822 1501,52,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,230,,,,YUCCA                        ST,HIGHLAND                     AV,34.1032,-118.3387
231512931,07/28/2023 12:00:00 AM,10/09/2020 12:00:00 AM,1125,15,N Hollywood,1548,2,354,THEFT OF IDENTITY,0377,29,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,11000    CHANDLER                     BL,,34.1681,-118.3704
231906802,03/09/2023 12:00:00 AM,06/26/2020 12:00:00 AM,1100,19,Mission,1988,1,310,BURGLARY,1605 0329,54,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,13600    OTTOMAN                      ST,,34.2283,-118.4286
222005367,01/30/2022 12:00:00 AM,11/01/2020 12:00:00 AM,1250,20,Olympic,2079,2,354,THEFT OF IDENTITY,0100 0929 0923,42,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,2200 W  15TH                         ST,,34.0453,-118.2864
231817789,10/11/2023 12:00:00 AM,01/11/2020 12:00:00 AM,1355,18,Southeast,1841,2,354,THEFT OF IDENTITY,0928 1822,41,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,11100    DENVER                       AV,,33.9347,-118.2848
230707560,03/24/2023 12:00:00 AM,03/20/2020 12:00:00 AM,2030,07,Wilshire,0759,2,662,"BUNCO, GRAND THEFT",0701 0800,43,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,1100 S  NORTON                       AV,,34.0515,-118.3219
231613896,11/09/2023 12:00:00 AM,04/01/2020 12:00:00 AM,1159,16,Foothill,1677,2,354,THEFT OF IDENTITY,1822 0930,33,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8700    WHEATLAND                    AV,,34.2278,-118.3622
230818547,12/26/2023 12:00:00 AM,10/21/2020 12:00:00 AM,1435,08,West LA,0842,2,354,THEFT OF IDENTITY,0935,0,X,X,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1400    BUTLER                       AV,,34.0484,-118.4544
220608736,04/12/2022 12:00:00 AM,10/22/2020 12:00:00 AM,1200,06,Hollywood,0666,2,649,DOCUMENT FORGERY / STOLEN FELONY,0344 1822 1501 0923,57,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,6200    BANNER                       AV,,34.0917,-118.3244
221004913,01/25/2022 12:00:00 AM,09/01/2020 12:00:00 AM,1700,10,West Valley,1067,2,354,THEFT OF IDENTITY,1822 0930,45,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,354,,,,5200    GENESTA                      AV,,34.166,-118.5033
231204446,01/06/2023 12:00:00 AM,01/06/2020 12:00:00 AM,1625,12,77th Street,1241,2,354,THEFT OF IDENTITY,0100 0930 0922,22,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6400    10TH                         AV,,33.9817,-118.3279
231205201,01/16/2023 12:00:00 AM,07/01/2020 12:00:00 AM,1900,12,77th Street,1252,2,354,THEFT OF IDENTITY,0100 0930 0935 0929 0922 1822,24,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2300 W  FLORENCE                     AV,,33.9746,-118.3188
211313647,08/02/2021 12:00:00 AM,10/22/2020 12:00:00 AM,0800,13,Newton,1391,2,928,THREATENING PHONE CALLS/LETTERS,0359 0421 1814 0602 0913,27,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,AO,Adult Other,928,,,,300 W  70TH                         ST,,33.9765,-118.2789
220509193,05/17/2022 12:00:00 AM,10/01/2020 12:00:00 AM,1200,05,Harbor,0528,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,PACIFIC COAST,MAHAR,33.791,-118.2469
230708191,04/07/2023 12:00:00 AM,08/30/2020 12:00:00 AM,1635,07,Wilshire,0736,2,354,THEFT OF IDENTITY,1822,48,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,300 S  COCHRAN                      AV,,34.0692,-118.3472
221700766,05/11/2022 12:00:00 AM,10/01/2020 12:00:00 AM,0800,17,Devonshire,1721,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0352 0344,37,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,21600    TRIBUNE                      ST,,34.2675,-118.6005
231220613,10/02/2023 12:00:00 AM,07/17/2020 12:00:00 AM,0001,12,77th Street,1207,2,354,THEFT OF IDENTITY,0800 0100 0930 1822,42,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,800 W  50TH                         PL,,33.997,-118.2871
230309403,04/15/2023 12:00:00 AM,09/06/2020 12:00:00 AM,0001,03,Southwest,0363,2,354,THEFT OF IDENTITY,1822 0100 0930 0928,30,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,4000    WEST                         BL,,34.0128,-118.3447
220506019,02/01/2022 12:00:00 AM,02/01/2020 12:00:00 AM,1200,05,Harbor,0507,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 0602 0557 0400 0416 1258,12,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,,,,1400 W  227TH                        ST,,33.8201,-118.3015
231107419,03/30/2023 12:00:00 AM,08/08/2020 12:00:00 AM,2346,11,Northeast,1122,2,624,BATTERY - SIMPLE ASSAULT,1278 0400 1310,40,M,H,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,LOS FELIZ                    BL,CRYSTAL SPRINGS              DR,34.117,-118.2717
221204063,12/09/2021 12:00:00 AM,01/20/2020 12:00:00 AM,1725,12,77th Street,1255,2,354,THEFT OF IDENTITY,0928,21,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7400 S  DENKER                       AV,,33.9728,-118.3046
221225797,12/22/2022 12:00:00 AM,12/22/2020 12:00:00 AM,0220,12,77th Street,1249,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6900 S  FIGUEROA                     ST,,33.9774,-118.2827
231809755,04/28/2023 12:00:00 AM,03/01/2020 12:00:00 AM,0800,18,Southeast,1824,2,354,THEFT OF IDENTITY,0928 1822,42,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,9400 S  CENTRAL                      AV,,33.9509,-118.2546
220411016,07/18/2022 12:00:00 AM,06/22/2020 12:00:00 AM,1300,04,Hollenbeck,0439,1,310,BURGLARY,0344,68,M,H,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,4800    VALLEY                       BL,,34.0659,-118.1802
230710560,06/08/2023 12:00:00 AM,06/01/2020 12:00:00 AM,0200,07,Wilshire,0752,1,121,"RAPE, FORCIBLE",0448 0527 0305 0340 1268 0416 1822 2004,18,F,B,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,1200    LA CIENEGA                   BL,,34.0555,-118.3762
221505387,02/04/2022 12:00:00 AM,03/01/2020 12:00:00 AM,1200,15,N Hollywood,1569,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0444 0411 0429 0913 0400 0416 2000 1814,39,F,H,501,SINGLE FAMILY DWELLING,200,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,230,,,,10500    RIVERSIDE                    DR,,34.1522,-118.3593
232005220,01/28/2023 12:00:00 AM,09/01/2020 12:00:00 AM,1620,20,Olympic,2074,2,354,THEFT OF IDENTITY,1822,31,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2000    CAMBRIDGE                    ST,,34.0446,-118.3003
231309161,04/07/2023 12:00:00 AM,01/01/2020 12:00:00 AM,0001,13,Newton,1383,2,354,THEFT OF IDENTITY,0100,45,M,H,750,CYBERSPACE,,,IC,Invest Cont,354,,,,200 W  62ND                         ST,,33.9833,-118.2765
232110125,06/08/2023 12:00:00 AM,04/27/2020 12:00:00 AM,1400,21,Topanga,2175,2,624,BATTERY - SIMPLE ASSAULT,1218 2004 1202 0416 0429 1822,81,M,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,TOPANGA CANYON,VENTURA,34.1732,-118.6152
230306591,02/19/2023 12:00:00 AM,12/05/2020 12:00:00 AM,1040,03,Southwest,0307,2,354,THEFT OF IDENTITY,0100 1822 0917 0929 0930 0928,54,F,K,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2500    WELLINGTON                   RD,,34.0332,-118.3375
221913440,08/20/2022 12:00:00 AM,04/17/2020 12:00:00 AM,0955,19,Mission,1913,2,354,THEFT OF IDENTITY,1202,78,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,15200    COBALT                       ST,,34.3131,-118.4632
